Term,Frequency,PostingList
select,17,"{'1': [864, 2334, 6477, 6760, 6778], '12': [206, 1107, 1211, 1763, 2458, 2481, 4160, 4879, 7286, 7593, 8205, 9521, 9623, 9633, 10880, 12058, 12692, 13291], '13': [682, 1016, 1213, 1243, 1267, 1348, 1370, 2818, 2948, 2962, 3366, 4754, 4921, 4943], '14': [682, 1016, 1213, 1243, 1267, 1348, 1370, 2818, 2948, 2962, 3366, 4754, 4921, 4943], '15': [1154, 1185, 1189, 1707, 2915, 3212, 3258, 3273, 3276, 3288, 3293, 3302, 3565, 6094, 6099, 7089, 7102, 7135, 7152], '16': [3286, 6901, 8612], '17': [1252], '18': [854], '21': [1802, 1926, 2011, 2017], '22': [48, 59, 72, 90, 117, 127, 143, 148, 167, 418, 458, 471, 519, 569, 590, 595, 619, 631, 635, 658, 674, 687, 700, 703, 710, 713, 728, 752, 787, 803, 846, 858, 937, 939, 1082, 1120, 1123, 1136, 1150, 1197, 1208, 1324, 1333, 1372, 1474, 1495, 1525, 1546, 1557, 1566, 1590, 1656, 1663, 1682, 1711, 1721, 1741, 1815, 1880, 1889, 1920, 1923, 1988, 2181, 2184, 2204, 2248, 2304, 2415, 2478, 2490, 2582, 2625, 2724, 2799, 2831, 2833, 2956, 2983, 3036, 3103, 3116, 3183, 3203, 3282, 3380, 3386, 3420, 3430, 3463, 3610, 3711, 3814, 3828, 3944, 4178, 4219, 4227, 4256, 4295, 4327, 4415, 4424, 4427, 4466, 4607, 4622, 4631, 4640, 4645, 4739, 4764, 4779, 4833, 4834, 4883, 4926, 5229, 5239, 5282, 5296, 5326, 5348, 5358, 5375, 5389, 5443, 5471, 5477, 5485, 5490, 5518, 5557, 5584, 5644, 5648, 5658, 5678, 5696, 5710, 5773, 5829, 5843, 5883, 5890, 6001, 6004, 6015, 6026, 6069, 6077, 6080, 6090, 6094, 6129, 6206, 6237, 6437, 6451, 6459, 6461, 6561, 6597, 6740, 6784, 6806, 6827, 6837, 6851, 6853, 6878, 6879, 6890, 6897, 6978, 6990, 7007, 7071, 7092, 7101, 7155, 7189, 7195, 7330, 7369, 7372, 7417, 7484, 7513, 7530, 7613, 7625, 7635, 7645, 7671, 7693, 7707, 7722, 7735, 7737, 7764, 7890, 7951, 7954, 7995, 8009, 8026, 8065, 8119, 8128, 8156, 8171, 8196, 8209, 8249, 8414, 8493, 8517, 8519, 8584, 8593, 8629, 8664, 8707, 8769, 8781, 8788, 8820, 8908, 8952, 9003, 9072, 9080, 9086, 9093, 9100, 9156, 9173, 9210, 9231, 9248, 9257, 9271, 9277, 9322, 9342, 9346, 9384, 9404, 9456, 9484, 9497, 9516, 9540, 9559, 9583, 9589, 9598, 9612, 9720, 9830, 9870, 9882, 9902, 9937, 9973, 9977, 9988, 10000, 10046, 10062, 10071, 10080, 10084, 10102, 10124, 10139, 10143, 10212, 10236, 10252, 10268, 10281, 10305, 10327, 10332, 10338, 10343, 10355, 10365, 10377, 10383, 10420, 10430, 10600, 10637, 10680, 10725, 10758, 10783, 10827, 10842, 10872, 10946, 10980, 11007, 11048, 11068, 11098, 11117, 11154, 11227, 11305, 11345, 11360, 11429, 11475, 11508, 11524, 11593, 11609, 11613, 11690, 11708, 11722, 11734, 11752, 11770, 11894, 11911, 11942, 11952, 11996, 12023, 12040, 12059, 12079, 12119, 12128, 12156, 12218, 12264, 12289, 12305], '23': [2, 28, 52, 71, 82, 106, 115, 123, 134, 140, 184, 231, 263, 299, 314, 332, 354, 366, 462, 486, 508, 570, 574, 580, 586, 591, 597, 617, 624, 682, 745, 798, 825, 1002, 1026, 1041, 1059, 1131, 1198, 1219, 1244, 1299, 1305, 1307, 1377, 1389, 1425, 1470, 1513, 1548, 1552, 1559, 1673, 1751, 1762, 1770, 1778, 1789, 1855, 1913, 1959, 1968, 2000], '24': [35, 74, 95, 122, 147, 162, 177, 185, 270, 291, 311, 314, 338, 351, 358, 376, 385, 401, 443, 459, 471, 491, 523, 531, 540, 543, 554, 571, 581, 590, 611, 637, 655, 783, 799, 861, 874, 922, 946, 969, 999, 1009, 1262, 1275, 1322, 1415, 1448, 1469, 1494, 1547, 1549, 1573, 1581, 1585, 1633, 1637, 1706, 1787, 1806, 1815, 1822, 1835, 1839, 1848, 1859, 1875, 1879, 1893, 1895, 1967, 1979, 1983, 2197, 2224, 2321, 2329, 2354, 2358, 2400, 2416, 2435, 2452, 2469, 2484, 2506, 2520, 2538, 2554, 2574, 2586, 2605, 2621, 2645, 2657, 2686, 2700, 2719, 2732, 2745, 2765, 2803, 2910, 2924, 2976, 2989, 3001], '25': [1, 52, 72, 102, 115, 305, 320, 346, 389, 453, 509, 548, 552, 583, 588, 675, 810, 837, 952, 1138, 1228, 1449, 1457, 1465, 1476, 1520, 1533, 1665, 1904, 2012, 2152, 2160, 2495, 2503, 2560, 2744, 2929, 2935, 2960, 2993, 2999, 3029, 3185, 3196, 3271, 3349, 3388, 3459, 3489, 3565], '26': [11, 33, 46, 126, 134, 212, 222, 233, 365, 373, 387, 429, 439, 477, 500, 519, 542, 694, 1270, 1403, 1853, 1988, 2089, 2311, 2823, 3140, 3494, 3551, 3764, 3783, 3932, 3957, 4024, 4059, 4077, 4168, 4178, 4234, 4437, 4563, 4726, 4959, 5003, 5014, 5130, 5157, 5193, 5203, 5285, 5310, 5336, 5346, 5416, 5428, 5538, 5814, 6457, 6476, 6487, 6491, 6510, 6539, 6568, 6587, 6602, 6622, 6658, 6664, 6729, 6908, 6955, 7035, 7052], '3': [1046], '7': [5790, 9180, 10129, 13159, 13243, 14620, 22161, 22227, 23310, 25920], '8': [1038, 2336]}"
selectcertain,1,{'24': [972]}
selectedeachtimewhentheyobtainnewdatasamplesotherwis,1,{'22': [9958]}
selectedfeatur,1,"{'22': [1755, 3092]}"
selectedfeaturesetsarereturnedasthefinalresult,1,{'22': [1073]}
selectedfeaturesetwhichcontain,1,{'22': [1761]}
selectedfeaturesisobtain,1,{'22': [2964]}
selectedfor,1,{'22': [6443]}
selectfeaturesat,1,{'22': [5530]}
selectio,1,{'26': [6432]}
selectionalgorithm,2,"{'22': [1462, 9070, 9118], '26': [400, 4745]}"
selectionalgorithmsaremoredesireddatacanbeheterogeneoussuchthatdatacouldcomefrom,1,{'22': [1452]}
selectionand,1,{'22': [11161]}
selectioncanb,1,{'22': [2540]}
selectionconsist,2,"{'13': [987], '14': [987]}"
selectionconsistentandhastheoraclepropertynardiandrinaldo,2,"{'13': [1123], '14': [1123]}"
selectionensembl,1,{'22': [11651]}
selectionfeatureextractionprojectstheoriginalhighdimensionalfeaturestoanewfeaturespac,1,{'22': [392]}
selectionin,1,"{'22': [10514, 11449]}"
selectionismor,1,{'22': [10055]}
selectionit,1,{'23': [1633]}
selectionprocedur,2,"{'13': [4247], '14': [4247]}"
selectionspecif,1,{'22': [7393]}
selectionstrategyperspect,1,{'22': [769]}
selectionwith,1,"{'22': [5734, 6780, 8083]}"
selectionwithlink,1,{'22': [11775]}
selector,4,"{'13': [1251], '14': [1251], '24': [2619], '26': [1850, 2098, 2110, 2119, 2142, 2216, 4240, 4739, 4953]}"
self,2,"{'18': [1126], '9': [922]}"
selfassess,1,"{'9': [33, 43, 736, 750, 766, 927]}"
selfattent,2,"{'17': [4326], '21': [633, 647, 918, 1273, 1316, 1373, 1768, 1776, 1784, 1942, 2013, 2508, 2595, 2615, 2619, 2710, 3205, 5229, 5272, 5862]}"
selfattn,1,"{'21': [912, 916]}"
selfcar,1,"{'9': [1233, 2135]}"
selfcontain,1,{'7': [4062]}
selfdriv,1,"{'7': [13865, 24547]}"
selfexcit,1,{'12': [4210]}
selflearn,1,{'7': [16450]}
selforgan,1,"{'16': [6497, 6798]}"
selfrefer,1,{'7': [11526]}
selfrespons,1,{'7': [19114]}
selfsupervis,2,"{'18': [2897], '21': [3275, 5762]}"
selftrain,1,{'8': [1145]}
seli,1,{'2': [1752]}
sell,1,{'3': [1084]}
selvaraj,1,{'8': [4079]}
selvaraju,2,"{'2': [5835], '7': [21953, 24032]}"
semant,6,"{'1': [980, 5496, 5624, 6383, 6871, 6980, 9304, 9592], '16': [8752], '18': [1977, 2662], '2': [3343, 4119, 4911], '3': [1325, 1682], '7': [1658, 4491, 10614, 11462, 13314, 17314, 20603, 21401, 24114, 24127, 24187]}"
sembl,1,"{'16': [7681, 8208]}"
semi,2,"{'2': [3311], '26': [7328]}"
semiindepend,1,{'17': [5209]}
semin,1,"{'7': [10090, 10500]}"
seminar,2,"{'13': [3920], '14': [3920]}"
semiparametr,2,"{'13': [4484], '14': [4484]}"
semiparametricarxneuralnetworkmodelswithanapplicationto,2,"{'13': [3969], '14': [3969]}"
semiparametricmodelsconsideredinchen,2,"{'13': [2930], '14': [2930]}"
semisupervis,2,"{'24': [301, 336, 349, 781, 796, 816, 827, 2467, 2482, 2865, 2889, 2907], '8': [73, 791, 832, 1150, 1179]}"
semisupervisedmethod,1,{'22': [582]}
semisupervisedmethodsbi,1,{'22': [766]}
semong,1,{'8': [4464]}
sen,6,"{'16': [7918], '18': [1452], '2': [2803], '21': [5240], '22': [11903, 12045], '7': [22202, 25963]}"
send,1,{'1': [5825]}
sendai,1,{'7': [22541]}
senel,1,{'18': [2842]}
senet,1,{'22': [6947]}
senior,2,"{'15': [17], '2': [6031]}"
seniorresearch,1,{'15': [7259]}
sennrich,1,{'17': [5866]}
sennrichet,1,{'17': [1395]}
sens,11,"{'1': [448, 2844], '12': [2091, 3884, 5181, 8922], '13': [161, 1192], '14': [161, 1192], '16': [3565], '17': [4784], '2': [3206, 4078], '22': [9424], '25': [485], '26': [2233, 2301, 2561, 2784, 2929, 3266], '7': [659, 1541, 9471, 12089, 13327]}"
sensat,2,"{'2': [813], '9': [591]}"
sensemak,1,{'7': [14053]}
sensit,9,"{'12': [9979], '15': [889, 2708, 3037, 3240, 4862, 4873, 5519, 5524, 5647, 6116], '17': [156, 3369, 3411], '2': [2077, 2846, 3857], '22': [5627], '25': [2611, 2874, 3138], '3': [1370, 1400], '7': [1279, 4439, 4712, 7492, 7511, 7568, 7574, 7608, 7876, 9887, 10156, 12761, 15696, 15723, 15743, 15753, 15780, 15880, 15895, 15902, 15934, 15948, 15966, 15975, 15995, 16011, 16023, 16133, 16171, 16189, 16228, 16273, 17851, 18290, 18743, 21695, 22942, 22956, 23598], '8': [1915]}"
sensitivetonois,1,{'22': [10056]}
sensor,4,"{'16': [189, 5989, 7777, 8628, 8848, 9305, 9312], '23': [200], '26': [315], '8': [2521]}"
sent,2,"{'2': [2502], '7': [24909]}"
sentat,4,"{'18': [3167], '2': [5262], '21': [5831], '7': [13262]}"
sentenc,6,"{'13': [3750], '14': [3750], '17': [85, 293, 824, 831, 878, 1173, 1268, 1272, 1289, 1309, 1452, 1481, 1532, 2022, 2024, 2039, 2047, 2586, 2600, 2617, 2635, 2701, 2721, 2726, 2955], '2': [676], '3': [1859], '7': [21702]}"
sentencepiec,1,{'18': [962]}
sential,1,{'16': [226]}
sentiment,7,"{'1': [9538], '13': [3198], '14': [3198], '16': [6008, 8586], '18': [831], '2': [4439, 4448], '7': [20736, 21951, 23877]}"
sentinel,1,"{'16': [7800, 7801]}"
seo,4,"{'1': [4402, 9312], '13': [4370], '14': [4370], '7': [21446]}"
seongbukgu,1,{'2': [28]}
seongnam,1,"{'8': [278, 367]}"
seoul,2,"{'2': [29], '8': [265, 270, 357, 362]}"
sep,4,"{'15': [6281, 6531], '2': [2], '26': [6741], '8': [250]}"
separ,7,"{'12': [2459], '16': [1240], '18': [1285], '22': [556, 1007, 2480, 5038, 5072, 7370], '24': [1265, 2623], '3': [2220], '7': [6928, 8893, 15968, 16093]}"
separatelyth,1,{'7': [5227]}
sepassi,1,{'18': [3363]}
sepehrabbasizadeh,1,{'22': [12165]}
sepsi,1,"{'16': [5661, 9111, 9173, 9185]}"
sept,1,{'3': [26]}
septemb,5,"{'1': [245, 247], '17': [5610, 5630, 5863], '22': [12365], '23': [1963], '8': [3805]}"
seqtoseq,1,{'18': [897]}
sequenc,11,"{'1': [2031], '12': [10145], '16': [852, 2086, 2199, 2207, 2264, 2420, 2427, 2814, 2820, 2846, 3032, 3101, 6394, 6434, 9500], '18': [204, 826, 1041, 1257, 1305, 1310, 1325, 3147], '2': [3723, 3731, 3758], '21': [613, 673, 1339, 2429, 2647, 3014, 3433, 3445, 3534, 4619, 4787, 4788, 5910], '22': [8798], '26': [2155, 2160, 3392, 3397, 3440], '3': [1667, 1972], '7': [9982, 9994, 11155, 11159, 13517], '8': [2207]}"
sequenceoffinitedimensionalspac,2,"{'13': [1638], '14': [1638]}"
sequencerandomli,1,{'26': [3436]}
sequencesartif,1,{'16': [9119]}
sequenceto,1,{'21': [2428]}
sequencetosequ,5,"{'1': [7574], '16': [9333], '17': [797, 4322], '18': [1079, 2965], '21': [4698, 5792]}"
sequent,1,{'8': [1492]}
sequenti,11,"{'1': [4423], '12': [7446], '13': [2566], '14': [2566], '16': [2083], '2': [3702], '21': [275, 1192, 2978], '22': [873, 2803], '23': [49, 271, 532, 565, 568, 572, 578, 583, 588, 680], '25': [535, 580, 585, 948, 1009], '7': [9005, 10959, 11149, 21113, 23917]}"
ser,3,"{'1': [7610], '16': [2219], '7': [19533, 19550, 24838]}"
sera,1,"{'7': [20, 24108, 24144]}"
serafini,1,{'1': [8317]}
serbia,1,{'7': [22562]}
sercan,1,{'21': [5056]}
serdyukov,1,{'22': [11685]}
sereika,1,{'9': [2027]}
serendipit,1,{'1': [7540]}
sergey,1,{'18': [3129]}
sergeyandchristianszegedi,1,{'17': [5743]}
sergio,1,"{'7': [29, 19534]}"
seri,9,"{'12': [2, 33, 66, 74, 211, 229, 481, 1118, 1242, 1462, 1485, 1505, 1511, 1522, 1561, 1578, 1634, 1672, 1748, 2198, 2300, 2488, 2630, 2635, 2730, 2868, 2972, 3144, 3158, 3247, 3257, 3274, 3406, 3426, 3480, 3683, 3742, 3771, 3868, 3912, 3916, 3925, 3943, 3949, 4051, 4168, 4410, 4510, 4819, 4907, 4941, 5119, 5228, 5255, 5304, 5312, 5325, 5500, 5791, 5997, 6196, 6258, 6303, 6319, 6402, 6533, 6640, 7176, 7242, 7523, 7744, 7767, 7985, 8011, 8053, 8065, 8268, 8429, 8447, 8477, 8490, 8495, 8541, 8554, 8560, 8843, 8903, 8971, 9079, 9103, 9112, 9155, 9582, 9597, 9673, 9687, 9734, 9843, 10097, 10112, 10121, 10139, 10159, 10171, 10298, 10351, 10375, 10413, 10424, 10468, 10481, 10674, 10688, 10724, 10738, 10795, 10883, 10926, 10934, 11050, 11085, 11133, 11196, 11206, 11240, 11261, 11277, 11306, 11327, 11342, 11356, 11410, 11445, 11453, 11465, 11530, 11551, 11600, 11764, 11831, 11860, 11942, 12054, 12063, 12100, 12147, 12155, 12241, 12263, 12269, 12276, 12296, 12367, 12626, 12781, 12820, 13058, 13118, 13343, 13360, 13465, 13531, 13543, 13599, 13609, 13649, 13727, 13748, 13764, 13831, 13879, 13936], '13': [1234, 3382, 3861, 4300, 4527, 4892], '14': [1234, 3382, 3861, 4300, 4527, 4892], '15': [143, 353, 382, 408, 514, 673, 846, 962, 1216, 1325, 1730, 1774, 1799, 1828, 1861, 1889, 1892, 1980, 2078, 2175, 2197, 2237, 2249, 2251, 2269, 2274, 2278, 2285, 2304, 2355, 2370, 2373, 2383, 2477, 2503, 2516, 2531, 2550, 2557, 2569, 2572, 2578, 2587, 2611, 2613, 2660, 2675, 2701, 2829, 2834, 2857, 2875, 2894, 2908, 2910, 2934, 2961, 2967, 3031, 3092, 3124, 3173, 3252, 3363, 3552, 3590, 3726, 3819, 3826, 3836, 3848, 3854, 3856, 3864, 3873, 3880, 3891, 3971, 3987, 4063, 4069, 4082, 4100, 4130, 4148, 4151, 4156, 4173, 4186, 4189, 4197, 4200, 4216, 4281, 4293, 4302, 4310, 4322, 4324, 4329, 4343, 4346, 4353, 4356, 4363, 4367, 4371, 4439, 4447, 4459, 4467, 4469, 4484, 4488, 4507, 4650, 4685, 4747, 4751, 5061, 5243, 5689, 5719, 5728, 5766, 5805, 5817, 5833, 5857, 5867, 5875, 6031, 6217, 6229, 6275, 6317, 6331, 6351, 6370, 6453, 6476, 6504, 6537, 6561, 6612, 6721, 6751, 6854, 6927, 6943, 7123, 7139, 7154, 7171, 7186, 7314], '16': [5, 22, 65, 88, 132, 170, 389, 395, 478, 508, 586, 635, 667, 721, 739, 765, 783, 800, 813, 816, 824, 836, 841, 845, 849, 867, 885, 896, 934, 990, 1002, 1005, 1045, 1068, 1182, 1191, 1232, 1267, 1294, 1312, 1354, 1396, 1457, 1469, 1502, 1520, 1545, 1553, 1557, 1564, 1572, 1682, 1717, 1722, 1745, 1760, 1785, 1798, 1882, 1891, 2098, 2189, 2196, 2229, 2242, 2298, 2309, 2756, 3021, 3404, 4349, 4876, 5028, 5042, 5147, 5168, 5296, 5387, 5446, 5580, 5589, 5610, 5712, 5721, 5807, 5852, 5860, 5904, 6051, 6109, 6120, 6166, 6182, 6231, 6243, 6271, 6284, 6288, 6312, 6329, 6375, 6389, 6569, 7545, 7559, 7564, 7749, 7784, 7805, 7826, 7911, 7923, 8055, 8074, 8103, 8119, 8139, 8329, 8444, 8459, 8503, 8570, 8757, 8767, 8855, 8880, 9010, 9064, 9094, 9152, 9177, 9215, 9292, 9324, 9390, 9416, 9456, 9509, 9527, 9601, 9670], '18': [1125], '21': [2, 70, 85, 92, 102, 114, 135, 142, 172, 280, 292, 299, 334, 365, 404, 407, 417, 423, 435, 457, 480, 488, 498, 513, 524, 544, 550, 556, 562, 572, 587, 598, 834, 844, 928, 932, 951, 975, 982, 1004, 1014, 1019, 1029, 1052, 1060, 1091, 1105, 1115, 1140, 1197, 1203, 1329, 1398, 1414, 1472, 1500, 1515, 1538, 1544, 1580, 1583, 1592, 1612, 1620, 1631, 1652, 1667, 1689, 1730, 1854, 1863, 1947, 2092, 2118, 2125, 2198, 2204, 2212, 2251, 2334, 2357, 2375, 2411, 2440, 2473, 2494, 2663, 2923, 2992, 3003, 3110, 3136, 3151, 3198, 3212, 3269, 3319, 3328, 3353, 3379, 3547, 3674, 3719, 3733, 3803, 3846, 3864, 3877, 3967, 3975, 3979, 4069, 4097, 4104, 4124, 4138, 4204, 4211, 4272, 4298, 4304, 4377, 4403, 4450, 4521, 4551, 4570, 4623, 4875, 4902, 4974, 5041, 5068, 5114, 5142, 5163, 5212, 5234, 5260, 5317, 5357, 5379, 5449, 5474, 5496, 5542, 5562, 5588, 5627, 5691, 5726, 5731, 5769, 5809, 5829, 5848, 5881, 5912, 5937], '7': [268, 985, 1159, 10325, 10968, 15466, 19370, 22168, 22499], '8': [3319]}"
serial,2,"{'12': [7349], '18': [2145]}"
seriallycorrelatedandheteroskedasticprocessesfur,2,"{'13': [1593], '14': [1593]}"
seriesanalysi,1,{'12': [1650]}
seriesapplicationsinparticular,2,"{'13': [372], '14': [372]}"
seriesassoci,1,{'21': [3122]}
seriesb,2,"{'13': [4112, 4766, 4820, 4929, 4962], '14': [4112, 4766, 4820, 4929, 4962]}"
seriesdepend,1,{'15': [4658]}
seriesdimens,1,{'12': [8716]}
seriesforecast,2,"{'12': [167, 2402, 8124], '16': [6142]}"
seriesha,1,{'12': [6655]}
seriesincreasewiththenumberofobserv,2,"{'13': [1311], '14': [1311]}"
seriesindepend,1,{'15': [4642]}
seriesliteratur,1,{'12': [311]}
seriesmethod,1,{'12': [9788]}
seriesmodel,1,{'12': [5994]}
seriesproblem,2,"{'13': [1223], '14': [1223]}"
seriesprocess,1,{'12': [2939]}
seriest,1,{'21': [3751]}
seriestransformersnetwork,1,{'21': [830]}
seriesus,1,{'12': [6179]}
serieswith,1,{'16': [1704]}
seriou,1,{'12': [7141]}
serious,1,{'9': [1647]}
serr,1,{'7': [21338]}
serum,1,{'9': [2018]}
serv,7,"{'1': [427, 1639, 3802, 3880, 4011, 4036, 5384, 6441], '18': [2169, 2216], '21': [2217], '22': [9102], '26': [7340, 7370], '7': [265, 314, 973, 5583, 13506, 19262], '8': [2352, 2926]}"
server,1,"{'7': [17421, 17600, 17617, 17642, 17663]}"
servestwo,1,{'1': [5905]}
servic,8,"{'1': [234, 3469, 7312], '11': [413, 438, 516], '12': [1844, 9950, 12858], '16': [4863, 9268], '2': [220, 642, 672, 5799], '26': [7381], '7': [15260, 22642, 25985], '8': [2048, 2054, 2062]}"
session,1,{'1': [8889]}
sessionbas,1,{'1': [8526]}
set,17,"{'1': [743, 1088, 1746, 1999, 2298, 2301, 2322, 2604, 3667, 5514, 5558, 6236, 6540], '12': [180, 922, 941, 7420, 8014, 13099, 13913], '13': [159, 837, 1149, 1235, 1697, 1700, 1725, 1731, 2074, 2843, 2861, 3064, 3073, 3157, 3238, 4091], '14': [159, 837, 1149, 1235, 1697, 1700, 1725, 1731, 2074, 2843, 2861, 3064, 3073, 3157, 3238, 4091], '15': [351, 1416, 1446, 1712, 2958, 3011, 3147, 3326, 3404, 3410, 3442, 3454, 3522, 5236, 5560, 5877], '16': [119, 479, 1467, 3898, 3959, 3977, 4164, 4383], '17': [53, 169, 254, 314, 319, 443, 1172, 1321, 1336, 1510, 1628, 1650, 1918, 2426, 2694, 2714, 2742, 2874, 2933, 3020, 3446, 3490, 3535, 3654, 3891, 4206, 4229, 4679, 4791, 5364], '18': [1051, 1179, 1403, 2413], '2': [1047, 3112], '21': [706, 854, 2309, 3595], '22': [813, 1488, 2153, 2418, 2958, 3088, 3665, 3882, 5050, 5143, 5151, 5212, 5214, 5323, 5818, 5868, 5916, 6304, 6525, 7175, 7493, 8126, 8211, 8425, 9266, 9276, 9953, 10048, 11823], '23': [136, 255, 318, 335, 408, 543, 555, 729, 737, 756, 840, 997, 1102, 1119, 1123, 1154, 1161, 1181, 1207, 1291, 1296, 1379, 1419, 1441, 1529, 1568, 1595, 1625, 1659, 1886], '24': [1089, 1224, 1240, 1250, 1713, 1751, 1889, 1901, 1919, 1926, 1945, 2116, 2229, 2237, 2242, 2276, 2281, 2340, 2351], '25': [5, 58, 119, 133, 144, 184, 190, 219, 229, 310, 317, 338, 437, 447, 579, 621, 631, 822, 854, 893, 936, 978, 1147, 1198, 1204, 1240, 1243, 1282, 1291, 1324, 1342, 1475, 1519, 1539, 1553, 1555, 1557, 1559, 1577, 1586, 1651, 1933, 1979, 1982, 2008, 2032, 2197, 2202, 2225, 2249, 2273, 2278, 2289, 2320, 2350, 2381, 2447, 2454, 2508, 2519, 2584, 2653, 2720, 2759, 2772, 2777, 2818, 2850, 2870, 2891, 2894, 2941, 2965, 3013, 3032, 3050, 3057, 3080, 3083, 3123, 3180, 3199, 3363], '26': [160, 378, 896, 939, 1689, 1697, 1997, 2077, 2094, 2128, 2244, 2265, 2277, 2285, 2345, 2390, 2410, 2422, 2426, 2450, 2491, 2504, 2713, 2935, 3165, 3332, 3408, 3577, 3600, 3641, 3667, 3692, 3709, 3847, 4299, 4317, 4549, 4638, 4662, 4912, 4921, 5268, 5753, 5878, 6361], '7': [1205, 4268, 5223, 5254, 5264, 5280, 6795, 7792, 7941, 8044, 8052, 8467, 8598, 8874, 9147, 10859, 10885, 14063, 14714, 14778, 17256, 17303, 17330, 17651, 17867, 17905, 18731, 19034, 21361, 22579, 25076], '8': [802, 2670]}"
setar,1,"{'12': [4213, 4244, 4261, 4319, 4338, 11558, 11697]}"
setareasonablyhigh,1,{'17': [2968]}
setdcontain,1,{'26': [851]}
setiono,2,"{'22': [4979, 9706, 11158], '7': [23455]}"
setoffeatur,1,{'22': [3626]}
setofgen,1,{'22': [9956]}
setsaiwi,1,{'22': [8419]}
setsusu,1,{'26': [452]}
settingboth,1,{'22': [3254]}
settingthelearn,1,{'17': [3493]}
settingwarmupstepstoolow,1,{'17': [3652]}
settl,1,{'7': [2831]}
setu,1,{'22': [9269]}
setup,1,"{'17': [4562, 4883, 5072, 5412]}"
setwi,1,{'22': [8431]}
seung,1,"{'1': [3834, 8782]}"
seurin,1,{'7': [25365]}
sev,2,"{'1': [1722], '15': [5926]}"
seven,1,{'26': [4741]}
sevencountri,1,{'12': [13911]}
seventh,1,{'7': [22788]}
sever,20,"{'1': [91, 110, 623, 4684], '11': [369], '12': [1166, 2396, 2864, 3095, 3109, 3142, 3308, 3362, 3646, 3806, 4047, 4325, 4722, 4798, 6695, 7375, 7857, 8629, 8951], '13': [2158, 3345], '14': [2158, 3345], '15': [37, 115, 233, 356, 417, 532, 848, 928, 1241, 1597, 1612, 1663, 2337, 2472, 3093, 3253, 3733, 3910, 4483, 4772, 4894, 5974], '16': [136, 154, 592, 746, 1112, 3536, 3546, 3895, 5763], '17': [1605, 2666, 2915, 2947, 4330], '18': [1371, 2117, 2215], '2': [342, 1762, 2598, 2712, 3452, 3964], '21': [359, 1129, 2697, 4015], '22': [5912], '23': [256], '24': [386, 1916, 2193, 2325], '25': [775], '26': [496, 2069, 2290, 3990, 4222, 4297, 5534, 7341, 7371], '3': [597], '7': [404, 1229, 2920, 3044, 8154, 9656, 9754, 10178, 10254, 10525, 10703, 11667, 12186, 12205, 13772, 16132, 16135, 17525, 18008, 18316, 18862], '8': [687, 2055, 2547], '9': [263, 301, 397, 764]}"
severalotherauthorshaveestimatednonlinearandmlmodelstoforecastrealizedvari,2,"{'13': [3501], '14': [3501]}"
severalshortcom,1,{'15': [714]}
severelyaffect,1,{'9': [367]}
sevil,1,"{'16': [406, 449]}"
sexual,1,{'7': [15133]}
seyoung,1,{'22': [10956]}
seyoungkimandericpx,1,{'22': [10953]}
sezer,2,"{'16': [9503], '7': [22346]}"
sf,8,"{'1': [9573], '15': [5083, 5088], '16': [1984], '2': [4353], '22': [8429, 8437], '23': [567, 811, 889, 1211, 1216, 1276, 1506], '25': [539, 1094], '7': [20929]}"
sfb,2,"{'23': [587, 818, 925], '25': [589, 953, 974, 1024, 1117, 1214, 1492, 1517, 1612, 1621, 1676, 1810, 1880, 2083, 2130, 2138, 2296, 2357, 2997]}"
sfe,1,"{'25': [1675, 2129, 2295]}"
sff,2,"{'23': [53, 276, 582, 817, 924, 1437, 1452, 1497, 1507, 1591], '25': [584, 1014, 1023, 1116, 1516, 1751, 1756, 1898, 2036, 2044, 2053, 2078, 2087, 2172, 2325, 2355, 2995]}"
sffssfb,1,{'25': [605]}
sfsf,1,{'22': [8434]}
sgd,1,"{'17': [4193, 4215, 4387, 5769, 6029]}"
sgeneraldataprotectionregul,1,{'2': [1570]}
sgivenw,1,{'22': [5100]}
sglt,1,"{'11': [192, 207, 908]}"
sh,1,{'7': [22537]}
sha,1,{'16': [6815]}
shabani,1,"{'21': [2322, 5241, 5245]}"
shafer,1,"{'15': [3150, 7052]}"
shafto,1,{'1': [7963]}
shah,5,"{'1': [2865, 8663], '16': [6817], '7': [20045, 22745], '8': [4075, 4341], '9': [1957]}"
shaheen,1,{'15': [6389]}
shake,1,{'26': [431]}
shakibfar,1,"{'8': [2311, 4274]}"
shalit,1,"{'7': [20181, 24191]}"
shallow,5,"{'13': [67, 1820], '14': [67, 1820], '16': [8034], '2': [2569], '7': [1128, 6913, 8276, 8279, 8303, 8328, 8827, 24404]}"
shallownn,2,"{'13': [1810, 2071], '14': [1810, 2071]}"
shallu,1,{'16': [6755]}
shan,1,{'7': [25400]}
shanahan,2,"{'1': [5327, 8333], '7': [24354, 24899]}"
shane,1,{'7': [19841]}
shang,3,"{'21': [4586], '26': [7175], '7': [24330]}"
shangfeng,1,{'16': [9317]}
shanghai,3,"{'16': [9041], '21': [38], '26': [7180, 7513, 7517]}"
shanghang,1,{'21': [5892]}
shannon,1,"{'22': [2872, 3250, 3333, 3350, 3364]}"
shannoninformationterm,1,{'22': [2893]}
shao,1,"{'16': [7504, 9351]}"
shaolin,1,{'1': [2827]}
